file,date,ko.time,competition0,competition,opponents,venue,result,score,attendance,scorers,
season-..onthenet98_99.htm.html,Sat  8 Aug,LUTON TOWN,H,L,0-1,0,
season-..onthenet98_99.htm.html,Wed 12 Aug,Swindon Town (FLC),A,L,1-2,4626,
season-..onthenet98_99.htm.html,Sat 15 Aug,Millwall,A,L,1-2,0,
season-..onthenet98_99.htm.html,Tue 18 Aug,SWINDON TOWN (FLC),H,W,2-0,2478,
season-..onthenet98_99.htm.html,Sat 22 Aug,WALSALL,H,L,1-2,0,
season-..onthenet98_99.htm.html,Sat 29 Aug,York City,A,L,0-3,0,
season-..onthenet98_99.htm.html,Mon 31 Aug,BRISTOL ROVERS,H,D,1-1,1,
season-..onthenet98_99.htm.html,Tue  8 Sep,PRESTON NORTH END,H,L,0-1,1,
season-..onthenet98_99.htm.html,Sat 12 Sep,Burnley,A,D,1-1,2,
season-..onthenet98_99.htm.html,Wed 16 Sep,Middlesbrough (WC),A,L,0-2,11535,
season-..onthenet98_99.htm.html,Sat 19 Sep,BOURNEMOUTH,H,L,0-2,2,
season-..onthenet98_99.htm.html,Tue 22 Sep,MIDDLESBROUGH (WC),H,D,1-1,5698,
season-..onthenet98_99.htm.html,Sat 26 Sep,Colchester United,A,L,1-2,2,
season-..onthenet98_99.htm.html,Tue 29 Sep,Fulham,A,L,0-2,2,
season-..onthenet98_99.htm.html,Sat  3 Oct,NOTTS COUNTY,H,D,1-1,3,
season-..onthenet98_99.htm.html,Sat 10 Oct,Gillingham,A,L,0-3,3,
season-..onthenet98_99.htm.html,Sat 17 Oct,MACCLESFIELD TOWN,H,W,3-0,6,
season-..onthenet98_99.htm.html,Tue 20 Oct,WREXHAM,H,W,3-0,9,
season-..onthenet98_99.htm.html,Sat 24 Oct,Oldham Athletic,A,D,0-0,10,
season-..onthenet98_99.htm.html,Sat 31 Oct,READING,H,L,2-3,10,
season-..onthenet98_99.htm.html,Sat  7 Nov,Northampton Town,A,D,1-1,11,
season-..onthenet98_99.htm.html,Tue 10 Nov,MANCHESTER CITY,H,W,1-0,14,
season-..onthenet98_99.htm.html,Sat 14 Nov,CHESTERFIELD (FAC1),H,W,1-0,3302,
season-..onthenet98_99.htm.html,Sat 21 Nov,Wigan Athletic,A,D,0-0,15,
season-..onthenet98_99.htm.html,Sat 28 Nov,STOKE CITY,H,L,0-1,15,
season-..onthenet98_99.htm.html,Sat  5 Dec,PLYMOUTH A (FAC2),H,D,1-1,3493,
season-..onthenet98_99.htm.html,Tue  8 Dec,Shrewsbury T (AWS1),A,W,1-0,1033,
season-..onthenet98_99.htm.html,Sat 12 Dec,Blackpool,A,D,0-0,16,
season-..onthenet98_99.htm.html,Tue 15 Dec,Plymouth A (FAC2rep),A,L,2-3,4304,
season-..onthenet98_99.htm.html,Sat 19 Dec,LINCOLN CITY,H,W,4-1,19,
season-..onthenet98_99.htm.html,McSporran 2Sat,26 Dec  Walsall,A,D,2-2,20,
